-3.8995,1.0985,-1.3473,0.6516,-0.23532,-0.9078,-0.93502,-1.0494,-0.75096,-0.80249,-0.79232,-0.63312,-0.71895
-3.8995,1.0985,-1.3473,0.6516,-0.23532,-0.9078,-0.93502,-1.0494,-0.75096,-0.80249,-0.79232,-0.63312,-0.71895
-3.7095,0.61725,-0.89913,1.2093,-0.42137,-0.76841,-0.77367,-0.73027,-1.1099,-0.80976,-0.54168,-0.71974,-0.55209
-3.9082,0.8621,-0.90413,1.1184,-0.59901,-0.69663,-1.0057,-0.66193,-1.1511,-0.8718,-0.57234,-0.72147,-0.57209
-3.1204,0.54265,-1.0554,0.98225,-0.42311,-0.63721,-1.0518,-0.85882,-1.0016,-0.85991,-0.66258,-0.67482,-0.57603
-3.5968,0.61434,-0.5605,1.0945,-0.80506,-0.61246,-0.84678,-0.93247,-1.0355,-0.68298,-0.65728,-0.77989,-0.5007
-4.2546,1.3275,-1.1593,0.76433,-0.40738,-0.71448,-1.0352,-0.80612,-1.0283,-0.7968,-0.66301,-0.74346,-0.5446
-4.0915,0.9057,-0.76066,1.0106,-0.71759,-0.51048,-0.80994,-0.86468,-1.0285,-0.77101,-0.75502,-0.78731,-0.4288
-3.0397,0.76194,-0.94545,1.0229,-0.66387,-0.3382,-0.9028,-0.77356,-1.1995,-0.78072,-0.5199,-0.83811,-0.55946
-4.2669,1.1274,-0.87462,1.0493,-0.56765,-0.76363,-0.8128,-0.72695,-1.0982,-0.77149,-0.59653,-0.73136,-0.53148
-2.5489,0.82775,-1.1697,0.93831,-0.58821,-0.62974,-1.0565,-0.93672,-1.0388,-0.72051,-0.74814,-0.86953,-0.42854
-3.407,1.2891,-1.0474,0.7238,-0.47325,-0.57471,-1.1255,-0.95447,-0.90771,-0.59399,-0.69744,-0.77128,-0.38758
-6.0472,1.392,-1.2384,0.61683,-0.045947,-0.80354,-0.98627,-0.86188,-0.7024,-0.85393,-1.0014,-0.54492,-0.63523
-4.0896,0.85953,-0.72182,1.1627,-0.69227,-0.6774,-0.87425,-0.84219,-1.0873,-0.80829,-0.6531,-0.92785,-0.48164
-3.4762,0.99937,-0.78027,1.0945,-0.72294,-0.72687,-0.88603,-0.96983,-1.0899,-0.71925,-0.61072,-0.87541,-0.43964
-3.2213,0.76478,-1.2043,0.87426,-0.39441,-0.68462,-0.98018,-0.92569,-0.89062,-0.8093,-0.64012,-0.74219,-0.40334
-3.0833,0.87189,-1.1108,1.0187,-0.52784,-0.71507,-0.95571,-0.82452,-0.90675,-0.89767,-0.58728,-0.60275,-0.56189
-2.6096,0.62514,-1.0748,1.0669,-0.61463,-0.54896,-1.0033,-0.83329,-0.91746,-0.94038,-0.58531,-0.70003,-0.51833
-4.6928,0.50582,-0.45408,1.0757,-0.58859,-0.39357,-0.66304,-0.92728,-0.89315,-0.76759,-0.64721,-0.78865,-0.43971
-2.7364,0.58185,-1.0898,1.0693,-0.64648,-0.66253,-1.0463,-0.68471,-0.96788,-0.96103,-0.44869,-0.69922,-0.61742
-4.232,1.2414,-1.2781,0.67068,-0.37645,-0.62021,-1.2651,-0.93583,-0.88988,-0.81762,-0.74824,-0.66,-0.4559
-3.9046,1.1381,-1.2155,0.9342,-0.62135,-0.85104,-1.1749,-0.85164,-0.91951,-0.93356,-0.4659,-0.7245,-0.62601
-4.5235,0.97297,-0.96577,1.0588,-0.6527,-0.77841,-0.99691,-0.79417,-1.027,-0.93683,-0.50401,-0.81725,-0.46622
-5.2214,1.2888,-1.3797,0.73524,-0.11099,-0.77711,-0.97614,-0.89112,-0.75489,-0.70745,-0.7251,-0.63571,-0.49558
-3.2822,0.76536,-1.1913,0.88539,-0.52465,-0.66736,-1.2004,-0.73652,-0.90458,-0.96333,-0.5701,-0.7169,-0.4529
-5.093,1.241,-1.2023,0.7299,-0.4646,-0.70984,-0.95231,-0.84951,-0.82771,-0.76833,-0.61089,-0.74926,-0.47632
-4.1708,1.1359,-1.2633,0.85235,-0.55621,-0.8306,-1.1552,-0.88232,-0.88583,-0.79859,-0.50434,-0.59764,-0.59926
-4.1919,1.2572,-1.3695,0.65286,-0.29202,-0.78938,-1.0658,-0.96788,-0.92592,-0.70973,-0.68302,-0.72574,-0.41704
-4.514,0.75136,-0.93862,1.0454,-0.61313,-0.93064,-0.81123,-0.84018,-1.0558,-0.89674,-0.5639,-0.70933,-0.48672
-4.8444,1.2419,-1.1662,0.76028,-0.6261,-0.81594,-1.0178,-0.72461,-0.89481,-0.83282,-0.51553,-0.54127,-0.5008
-4.0402,1.0173,-1.1707,1.0561,-0.53882,-0.87114,-1.0581,-0.78541,-1.1227,-0.79804,-0.49025,-0.84969,-0.46713
-4.7551,1.1814,-1.0681,0.98394,-0.42413,-0.90961,-0.93777,-0.91209,-1.0767,-0.69093,-0.57823,-0.91308,-0.4936
-4.9793,0.72548,-0.78599,0.95637,-0.57659,-0.84491,-0.80877,-0.93766,-0.96033,-0.80154,-0.54569,-0.85471,-0.51658
-5.4163,1.1721,-1.2008,0.99167,-0.51794,-0.81805,-0.88826,-0.81548,-1.0681,-0.90481,-0.53905,-0.64697,-0.67884
-5.0988,1.5389,-1.5441,0.33293,-0.20605,-0.87678,-1.1661,-0.79229,-0.88948,-0.72165,-0.95082,-0.35675,-0.62182
-5.7229,1.2349,-1.007,1.009,-0.67727,-0.68095,-0.83822,-1.0706,-1.006,-0.80136,-0.68204,-0.93913,-0.55342
-5.7896,1.1699,-1.0287,1.0773,-0.63057,-0.71651,-0.74215,-0.87269,-1.1181,-0.81687,-0.72522,-0.67631,-0.6494
-5.1941,1.874,-1.5603,0.43426,-0.37476,-0.68633,-1.3511,-0.78417,-0.96873,-0.83148,-0.7472,-0.69551,-0.69885
-4.1705,0.86614,-0.66725,1.2606,-0.73953,-0.64098,-1.172,-0.75696,-1.083,-0.85796,-0.52465,-0.83361,-0.49965
-3.902,0.6569,-0.52821,1.0674,-0.72148,-0.65102,-0.74267,-1.1605,-1.1203,-0.68525,-0.55425,-1.0361,-0.38933
-4.8109,0.48525,-0.38729,1.2338,-0.59553,-0.66313,-0.55724,-0.89354,-1.0212,-0.87525,-0.50476,-0.93341,-0.52598
-4.5088,0.63972,-0.44828,1.1979,-0.6545,-0.54107,-0.77729,-0.9417,-0.98622,-0.96034,-0.5488,-0.92856,-0.57394
-4.6911,0.86874,-0.7739,0.74438,-0.71844,-0.77901,-0.7911,-0.97153,-1.0328,-0.84384,-0.42382,-0.75409,-0.47845
-4.8283,1.0614,-1.061,0.93948,-0.53064,-0.80241,-0.97031,-0.91548,-1.0824,-0.82838,-0.46771,-0.81467,-0.58574
