-5.3205,1.0237,0.14503,0.10722,-0.69438,-1.0625,-0.61664,-0.40805,-0.78824,-0.92311,-0.57087,-0.79859,-0.71182
-5.3205,1.0237,0.14503,0.10722,-0.69438,-1.0625,-0.61664,-0.40805,-0.78824,-0.92311,-0.57087,-0.79859,-0.71182
-5.1085,1.1808,0.20033,0.29733,-0.91458,-0.98137,-0.35766,-0.59554,-0.59575,-0.89574,-0.56219,-0.77457,-0.67871
-6.6452,0.45565,1.1584,0.66651,-1.2671,-0.53328,-0.082125,-0.79437,-0.53689,-0.66765,-0.50323,-0.82915,-0.5407
-6.1869,1.103,0.72528,0.46012,-1.0462,-0.69515,-0.23704,-0.52865,-0.55105,-0.56291,-0.54235,-0.71763,-0.44128
-5.9827,1.2086,0.47223,0.47846,-1.1645,-1.0527,-0.39058,-0.56725,-0.83412,-0.82602,-0.53125,-0.80614,-0.56248
-5.3673,0.90613,0.38055,0.41579,-1.1403,-0.95456,-0.48452,-0.62238,-0.86336,-0.77175,-0.62922,-0.81138,-0.65678
-5.6321,0.94862,0.45839,0.24957,-1.0231,-0.71871,-0.56444,-0.6284,-0.72302,-0.70623,-0.67869,-0.7852,-0.61926
-5.3637,1.3069,0.33391,0.42729,-1.0833,-1.0455,-0.46151,-0.41938,-0.78116,-0.77316,-0.50042,-0.77031,-0.62119
-6.3171,0.73461,0.67018,0.35946,-1.0685,-0.75749,-0.20029,-0.46597,-0.94571,-0.75361,-0.44538,-0.7843,-0.4554
-5.1673,0.61764,1.1732,0.55289,-1.4883,-0.65219,-0.79243,-0.60138,-0.68535,-0.74574,-0.84442,-0.82077,-0.54909
-8.7923,1.0777,1.3248,1.1972,-1.9357,-0.9802,-0.9163,-0.73217,-1.1272,-0.84652,-0.46153,-0.53956,-0.43034
-8.8773,1.042,1.3238,0.92125,-1.7854,-0.98179,-0.87323,-0.75239,-1.1232,-0.82181,-0.56647,-0.58868,-0.46002
-7.8627,1.4828,1.1333,1.3232,-2.1113,-0.79779,-1.0561,-0.8951,-0.91089,-1.069,-0.57535,-0.75885,-0.25947
-9.2021,1.7577,1.0817,1.158,-2.1275,-1.0797,-0.94118,-0.56712,-1.0844,-0.77788,-0.75566,-0.75316,-0.71059
-7.2854,2.5642,-0.11442,0.043262,-1.1618,-1.3622,-0.98245,-1.1274,-1.0931,-1.0193,-0.82667,-0.59439,-0.67939
-6.4914,2.2502,1.4682,-0.10525,-1.319,-0.91007,-0.97874,-0.99409,-1.2683,-0.77336,-0.6153,-0.78622,-0.29461
-6.6027,2.0148,0.62236,0.13789,-1.348,-0.89889,-0.93898,-0.95312,-1.2011,-0.95835,-0.57513,-0.59238,-0.5675
-6.66,1.9494,1.3837,-0.012178,-1.2165,-0.69927,-1.0037,-0.75397,-1.4575,-0.53612,-0.60899,-0.89685,-0.44355
-7.0531,1.681,0.55861,0.92809,-1.8046,-1.0064,-0.93173,-0.70433,-1.1385,-0.88438,-1.0101,-0.58603,-0.50979
-9.2978,1.7572,0.91786,1.421,-1.7012,-1.1339,-0.84656,-0.57326,-1.1034,-1.0492,-0.82726,-0.62791,-0.48274
-5.6489,-0.65793,0.40844,1.1321,-0.24792,-0.61477,-0.34126,-0.52665,-1.4252,-0.51711,-0.76143,-0.27306,-0.73053
